run_id,condition,seed,code_commit,config_sha256,status,U,S,H,ZS,best_epoch,decision,artifact_uri
RUN-001,TG-VPR-H1-standalone-migration,7,<pre-run-commit>,db39e6890ca3f291a62713f0e30028a7023ed8d956342db0daebd809b1dd5f14,planned,,,,,,pending,
