job_id,work_item_id,job_kind,status,group,name,base_version,base_config_sha256,code_ref,config_snapshot_ref,seed,changed_parameters,config_fingerprint,repeat_of,duplicate_resolution,purpose,run_id,run_start_receipt_ref,run_start_receipt_sha256,run_command_sha256,run_log_sha256,run_exit_code,U,S,H,ZS,best_epoch,decision,artifact_ref,artifact_manifest_sha256
RUN-001,V5-TUNE-001,tune,completed,direction_tune,direction sample h48 w0.475 a0.003,v5,5ab13e652c81637ef88956e250a89ca671bf49432918c86ee46727612edd837a,legacy_code_ref_not_preserved:ATTEMPT-006,,5,"{""anchor_lambda"":0.003,""dynamic_direction_mode"":""sample"",""dynamic_hidden"":48,""weight_s2v"":0.475}",legacy_config_not_preserved:ATTEMPT-006:DR-003,,历史逐任务参数可读但完整配置快照未保留,搜索方向路由参数,ATTEMPT-006/DR-003,,,,,,72.53,76.78,74.59,81.65,,single_run_valid,experiments/module_trials/IDEA-0003_dynamic_residual_routing/TRIAL-001_dynamic-routing/attempts/ATTEMPT-006/WORK_ITEMS.md,
RUN-002,V5-TUNE-001,tune,completed,direction_tune,direction sample h48 w0.525 a0.003,v5,5ab13e652c81637ef88956e250a89ca671bf49432918c86ee46727612edd837a,legacy_code_ref_not_preserved:ATTEMPT-006,,5,"{""anchor_lambda"":0.003,""dynamic_direction_mode"":""sample"",""dynamic_hidden"":48,""weight_s2v"":0.525}",legacy_config_not_preserved:ATTEMPT-006:DR-004,,历史逐任务参数可读但完整配置快照未保留,搜索方向路由参数,ATTEMPT-006/DR-004,,,,,,72.90,76.69,74.75,81.96,,repeat_candidate,experiments/module_trials/IDEA-0003_dynamic_residual_routing/TRIAL-001_dynamic-routing/attempts/ATTEMPT-006/WORK_ITEMS.md,
RUN-003,V5-TUNE-001,tune,completed,direction_tune,direction sample h48 w0.50 a0.001,v5,5ab13e652c81637ef88956e250a89ca671bf49432918c86ee46727612edd837a,legacy_code_ref_not_preserved:ATTEMPT-006,,5,"{""anchor_lambda"":0.001,""dynamic_direction_mode"":""sample"",""dynamic_hidden"":48,""weight_s2v"":0.50}",legacy_config_not_preserved:ATTEMPT-006:DR-005,,历史逐任务参数可读但完整配置快照未保留,搜索方向路由参数,ATTEMPT-006/DR-005,,,,,,72.26,77.14,74.62,81.58,,single_run_valid,experiments/module_trials/IDEA-0003_dynamic_residual_routing/TRIAL-001_dynamic-routing/attempts/ATTEMPT-006/WORK_ITEMS.md,
RUN-004,V5-TUNE-001,tune,completed,direction_tune,direction sample h48 w0.50 a0.005,v5,5ab13e652c81637ef88956e250a89ca671bf49432918c86ee46727612edd837a,legacy_code_ref_not_preserved:ATTEMPT-006,,5,"{""anchor_lambda"":0.005,""dynamic_direction_mode"":""sample"",""dynamic_hidden"":48,""weight_s2v"":0.50}",legacy_config_not_preserved:ATTEMPT-006:DR-006,,历史逐任务参数可读但完整配置快照未保留,搜索方向路由参数,ATTEMPT-006/DR-006,,,,,,72.29,77.21,74.67,81.62,,repeat_candidate,experiments/module_trials/IDEA-0003_dynamic_residual_routing/TRIAL-001_dynamic-routing/attempts/ATTEMPT-006/WORK_ITEMS.md,
RUN-005,V5-TUNE-001,tune,completed,direction_tune,direction sample h40 w0.50 a0.003,v5,5ab13e652c81637ef88956e250a89ca671bf49432918c86ee46727612edd837a,legacy_code_ref_not_preserved:ATTEMPT-006,,5,"{""anchor_lambda"":0.003,""dynamic_direction_mode"":""sample"",""dynamic_hidden"":40,""weight_s2v"":0.50}",legacy_config_not_preserved:ATTEMPT-006:DR-007,,历史逐任务参数可读但完整配置快照未保留,搜索方向路由参数,ATTEMPT-006/DR-007,,,,,,71.93,77.45,74.59,81.63,,single_run_valid,experiments/module_trials/IDEA-0003_dynamic_residual_routing/TRIAL-001_dynamic-routing/attempts/ATTEMPT-006/WORK_ITEMS.md,
RUN-006,V5-TUNE-001,tune,completed,direction_tune,direction sample h56 w0.50 a0.003,v5,5ab13e652c81637ef88956e250a89ca671bf49432918c86ee46727612edd837a,legacy_code_ref_not_preserved:ATTEMPT-006,,5,"{""anchor_lambda"":0.003,""dynamic_direction_mode"":""sample"",""dynamic_hidden"":56,""weight_s2v"":0.50}",legacy_config_not_preserved:ATTEMPT-006:DR-008,,历史逐任务参数可读但完整配置快照未保留,搜索方向路由参数,ATTEMPT-006/DR-008,,,,,,71.72,76.72,74.14,81.35,,single_run_valid,experiments/module_trials/IDEA-0003_dynamic_residual_routing/TRIAL-001_dynamic-routing/attempts/ATTEMPT-006/WORK_ITEMS.md,
RUN-007,V5-TUNE-001,tune,completed,direction_tune,direction class h48 w0.50 a0.003,v5,5ab13e652c81637ef88956e250a89ca671bf49432918c86ee46727612edd837a,legacy_code_ref_not_preserved:ATTEMPT-006,,5,"{""anchor_lambda"":0.003,""dynamic_direction_mode"":""class"",""dynamic_hidden"":48,""weight_s2v"":0.50}",legacy_config_not_preserved:ATTEMPT-006:DR-009,,历史逐任务参数可读但完整配置快照未保留,比较方向路由模式,ATTEMPT-006/DR-009,,,,,,69.36,79.77,74.20,81.27,,single_run_valid,experiments/module_trials/IDEA-0003_dynamic_residual_routing/TRIAL-001_dynamic-routing/attempts/ATTEMPT-006/WORK_ITEMS.md,
RUN-008,V5-TUNE-001,tune,completed,direction_tune,direction sample h48 w0.45 a0.004,v5,5ab13e652c81637ef88956e250a89ca671bf49432918c86ee46727612edd837a,legacy_code_ref_not_preserved:ATTEMPT-006,,5,"{""anchor_lambda"":0.004,""dynamic_direction_mode"":""sample"",""dynamic_hidden"":48,""weight_s2v"":0.45}",legacy_config_not_preserved:ATTEMPT-006:DR-010,,历史逐任务参数可读但完整配置快照未保留,搜索方向路由参数,ATTEMPT-006/DR-010,,,,,,72.43,76.98,74.64,81.62,,backup_repeat_candidate,experiments/module_trials/IDEA-0003_dynamic_residual_routing/TRIAL-001_dynamic-routing/attempts/ATTEMPT-006/WORK_ITEMS.md,
