job_id,work_item_id,job_kind,status,group,name,base_version,base_config_sha256,code_ref,config_snapshot_ref,seed,changed_parameters,config_fingerprint,repeat_of,duplicate_resolution,purpose,run_id,run_start_receipt_ref,run_start_receipt_sha256,run_command_sha256,run_log_sha256,run_exit_code,U,S,H,ZS,best_epoch,decision,artifact_ref,artifact_manifest_sha256
RUN-001,V5-CONFIRM-003,confirmation,completed,CURRENT-FULL,current-full-seed5-repeat1,v5,def1d44cdee7ed4add7797637baf36b5715fc351068e0c154ac7f634cf2b7b9e,model/v5-template-v1,configs/RUN-001.yaml,5,"{}",def1d44cdee7ed4add7797637baf36b5715fc351068e0c154ac7f634cf2b7b9e,,唯一首次运行,最新母版同seed三次基线与互补性诊断,V5CONF003-RUN-001,,,,e9992300e36e481ea4db89b7bfc6d1fe61993c49168108255e42bada47e6fa05,0,72.93358445167542,75.57119727134705,74.22896736865874,81.51742815971375,31,diagnostic_only,D:/backup/Documents/Myself/GTPJ/.runtime/runs/v5/local_complementarity/V5-CONFIRM-003/RUN-001/artifact_manifest.json,49e09f79a4b3c53bdd51aca89a19028d2cca48ba4613fe95dceb6c2624581f3b
RUN-002,V5-CONFIRM-003,confirmation,completed,CURRENT-FULL,current-full-seed5-repeat2,v5,def1d44cdee7ed4add7797637baf36b5715fc351068e0c154ac7f634cf2b7b9e,model/v5-template-v1,configs/RUN-002.yaml,5,"{}",def1d44cdee7ed4add7797637baf36b5715fc351068e0c154ac7f634cf2b7b9e,RUN-001,同一代码配置独立进程复跑,最新母版同seed三次基线与互补性诊断,V5CONF003-RUN-002,,,,b6aa98eae0f9e44142d07fa47cd266241c2cdf817d3f5e550a943062960747ee,0,72.0984399318695,76.68218612670898,74.31970326733531,81.31574988365173,36,diagnostic_only,D:/backup/Documents/Myself/GTPJ/.runtime/runs/v5/local_complementarity/V5-CONFIRM-003/RUN-002/artifact_manifest.json,5ef51f9c0791574371df960880ce2770384cb6c82b490fa1e3f81d52f0d8203a
RUN-003,V5-CONFIRM-003,confirmation,completed,CURRENT-FULL,current-full-seed5-repeat3,v5,def1d44cdee7ed4add7797637baf36b5715fc351068e0c154ac7f634cf2b7b9e,model/v5-template-v1,configs/RUN-003.yaml,5,"{}",def1d44cdee7ed4add7797637baf36b5715fc351068e0c154ac7f634cf2b7b9e,RUN-001,同一代码配置独立进程复跑,最新母版同seed三次基线与互补性诊断,V5CONF003-RUN-003,,,,69dae4ecd77c11655ddc64e251ffaf4b5634f28e5c346152217118f6e00fd1e7,0,72.13348150253296,76.25330090522766,74.13619974910445,81.2146246433258,36,diagnostic_only,D:/backup/Documents/Myself/GTPJ/.runtime/runs/v5/local_complementarity/V5-CONFIRM-003/RUN-003/artifact_manifest.json,2be62a1af51c6da3cbb7b2f4107971edbf4568c72717b8a2e39caff69a2e54a9
