job_id,work_item_id,job_kind,status,group,name,base_version,base_config_sha256,code_ref,config_snapshot_ref,seed,changed_parameters,config_fingerprint,repeat_of,duplicate_resolution,purpose,run_id,run_start_receipt_ref,run_start_receipt_sha256,run_command_sha256,run_log_sha256,run_exit_code,U,S,H,ZS,best_epoch,decision,artifact_ref,artifact_manifest_sha256
RUN-001,V5-INNOVATION-021,innovation,completed,m1,frpe-patch-evidence-seed5,v5,def1d44cdee7ed4add7797637baf36b5715fc351068e0c154ac7f634cf2b7b9e,model/v5-template-v2,config.yaml,5,"{""module"":""FRPE"",""top_k"":8,""strength_grid"":""0.0:0.1:1.0"",""selected_strength"":0.5,""controls"":""drop_high_norm+drop_random+topk_only"",""official_test"":""single""}",755e37d1e09cac74d5167063d1665f12866ea2fe6bbab8dd3ebb95465d188df9,,唯一正式 FRPE 单模块行,验证冻结patch角色局部证据能否提高Mean8,RUN-001,,,,9c9fb352f8085554f271d81ef12a0862a00780464f8d884a1f149ff87b392d41,0,66.76682233810425,67.1840488910675,66.97478583159119,81.54090642929077,0,stop_no_gain,warehouse://runs/v5/innovation/V5-INNOVATION-021/RUN-001,
