job_id,work_item_id,job_kind,status,group,name,base_version,base_config_sha256,code_ref,config_snapshot_ref,seed,changed_parameters,config_fingerprint,repeat_of,duplicate_resolution,purpose,run_id,run_start_receipt_ref,run_start_receipt_sha256,run_command_sha256,run_log_sha256,run_exit_code,U,S,H,ZS,best_epoch,decision,artifact_ref,artifact_manifest_sha256
RUN-001,V5-ABLATION-004,ablation,frozen,FGVD_GEOMETRY_OFF,关闭 FGVD 几何编码 seed 5 第1次,v5,def1d44cdee7ed4add7797637baf36b5715fc351068e0c154ac7f634cf2b7b9e,024474b12f3954355193dbcabd1905ba8218cda2,configs/RUN-001.yaml,5,"{""ablation_disable_fgvd_geometry"": true}",cbaad0187c69459d4f10e1d78ad00e2f9cc1aeffacdaeeab24926f7254faa0a6,,,种子 5 第1次：验证 FGVD 几何编码的独立贡献,,,,,,,,,,,,,,
RUN-002,V5-ABLATION-004,ablation,frozen,FGVD_GEOMETRY_OFF,关闭 FGVD 几何编码 seed 5 第2次,v5,def1d44cdee7ed4add7797637baf36b5715fc351068e0c154ac7f634cf2b7b9e,024474b12f3954355193dbcabd1905ba8218cda2,configs/RUN-002.yaml,5,"{""ablation_disable_fgvd_geometry"": true}",cbaad0187c69459d4f10e1d78ad00e2f9cc1aeffacdaeeab24926f7254faa0a6,RUN-001,同 seed 独立复跑,种子 5 第2次：排除单次训练偶然性,,,,,,,,,,,,,,
RUN-003,V5-ABLATION-004,ablation,frozen,FGVD_GEOMETRY_OFF,关闭 FGVD 几何编码 seed 17 第1次,v5,def1d44cdee7ed4add7797637baf36b5715fc351068e0c154ac7f634cf2b7b9e,024474b12f3954355193dbcabd1905ba8218cda2,configs/RUN-003.yaml,17,"{""ablation_disable_fgvd_geometry"": true}",89f06363748b4f09837cb531b8cb4984135d9c12e948e63f5fdae12949b7ddcd,,,种子 17 第1次：验证 FGVD 几何编码的独立贡献,,,,,,,,,,,,,,
RUN-004,V5-ABLATION-004,ablation,frozen,FGVD_GEOMETRY_OFF,关闭 FGVD 几何编码 seed 17 第2次,v5,def1d44cdee7ed4add7797637baf36b5715fc351068e0c154ac7f634cf2b7b9e,024474b12f3954355193dbcabd1905ba8218cda2,configs/RUN-004.yaml,17,"{""ablation_disable_fgvd_geometry"": true}",89f06363748b4f09837cb531b8cb4984135d9c12e948e63f5fdae12949b7ddcd,RUN-003,同 seed 独立复跑,种子 17 第2次：排除单次训练偶然性,,,,,,,,,,,,,,
