job_id,work_item_id,job_kind,status,group,name,base_version,base_config_sha256,code_ref,config_snapshot_ref,seed,changed_parameters,config_fingerprint,repeat_of,duplicate_resolution,purpose,run_id,run_start_receipt_ref,run_start_receipt_sha256,run_command_sha256,run_log_sha256,run_exit_code,U,S,H,ZS,best_epoch,decision,artifact_ref,artifact_manifest_sha256
RUN-001,V5-INNOVATION-005,innovation,completed,CONFUSION_CONTRAST,混淆难负类 seed 5,v5,def1d44cdee7ed4add7797637baf36b5715fc351068e0c154ac7f634cf2b7b9e,816679b6cc93a3ab0892d43b63a1bb04f877ea1c,configs/RUN-001.yaml,5,"{""ablation_disable_fgvd_geometry"":true,""lambda_local_ce"":0.1,""lambda_confusion_contrast"":0.1,""confusion_topk"":5,""confusion_margin"":0.1}",b13c714f17d3744eeb91309d444b2428f458e68663528a35e5664220bf0e0dde,,,seed 5 预注册初筛,V5-INNOVATION-005/RUN-001,,,,52371143c2390ba97f7ea96977ad1e57022c01a5927202e6c1cd38e18371c4dc,0,72.69303202629089,75.90793371200562,74.26570653779179,81.78064823150635,31,best_diagnostic_not_promoted,.runtime/runs/v5/local_evidence_rescue/V5-INNOVATION-005/RUN-001,
RUN-002,V5-INNOVATION-005,innovation,failed,CONFUSION_CONTRAST,混淆难负类 seed 17,v5,def1d44cdee7ed4add7797637baf36b5715fc351068e0c154ac7f634cf2b7b9e,816679b6cc93a3ab0892d43b63a1bb04f877ea1c,configs/RUN-002.yaml,17,"{""ablation_disable_fgvd_geometry"":true,""lambda_local_ce"":0.1,""lambda_confusion_contrast"":0.1,""confusion_topk"":5,""confusion_margin"":0.1}",7eef7dea5a6039c00286ef23332bfce20886c12d481096227320bf92f19e5daf,,,多种子稳定性检查；不是复现确认,V5-INNOVATION-005/RUN-002,,,,a1e22f5c807cca18bb6416484ae51c80c9aebbf875a2f61aff801269825846e9,1,,,,,,failed_io_lock_retried_as_RUN-004,.runtime/runs/v5/local_evidence_rescue/V5-INNOVATION-005/RUN-002,
RUN-003,V5-INNOVATION-005,innovation,completed,CONFUSION_CONTRAST,混淆难负类 seed 29,v5,def1d44cdee7ed4add7797637baf36b5715fc351068e0c154ac7f634cf2b7b9e,816679b6cc93a3ab0892d43b63a1bb04f877ea1c,configs/RUN-003.yaml,29,"{""ablation_disable_fgvd_geometry"":true,""lambda_local_ce"":0.1,""lambda_confusion_contrast"":0.1,""confusion_topk"":5,""confusion_margin"":0.1}",d05d562fcc1c43a074fd6eff74329db5d993be40b808f3df1a9bb2068bee120d,,,多种子稳定性检查；不是复现确认,V5-INNOVATION-005/RUN-003,,,,dc7f508f33b8034409f2e2ea9c86e2356b14771d44bf95149cadacb6331c8117,0,72.09616899490356,76.41403675079346,74.19233283672965,81.45059943199158,36,stable_diagnostic_not_promoted,.runtime/runs/v5/local_evidence_rescue/V5-INNOVATION-005/RUN-003,
RUN-004,V5-INNOVATION-005,innovation,completed,CONFUSION_CONTRAST,混淆难负类 seed 17 基础设施重试,v5,def1d44cdee7ed4add7797637baf36b5715fc351068e0c154ac7f634cf2b7b9e,816679b6cc93a3ab0892d43b63a1bb04f877ea1c,configs/RUN-002.yaml,17,"{""ablation_disable_fgvd_geometry"":true,""lambda_local_ce"":0.1,""lambda_confusion_contrast"":0.1,""confusion_topk"":5,""confusion_margin"":0.1}",7eef7dea5a6039c00286ef23332bfce20886c12d481096227320bf92f19e5daf,RUN-002,同一科学配置在文件保存修复后重跑,Windows 日志锁中断并修复保存逻辑后的同科学配置重跑,V5-INNOVATION-005/RUN-004,,,,ac02c6877f7a7e2538b5e6abf413e6e0287d1e15832bc9b19c8dff36e4ccf568,0,72.04203605651855,76.22150778770447,74.07286336138624,81.58277273178101,22,stable_diagnostic_not_promoted,.runtime/runs/v5/local_evidence_rescue/V5-INNOVATION-005/RUN-004,
